id,user,bot,context,intent,domain_label
13381,What is (are) familial idiopathic basal ganglia calcification ?,"Familial idiopathic basal ganglia calcification (FIBGC, formerly known as Fahr disease) is a condition characterized by abnormal deposits of calcium (calcification) in the brain. These calcium deposits typically occur in the basal ganglia, which are structures deep within the brain that help start and control movement; however, other brain regions can also be affected.  The signs and symptoms of FIBGC include movement disorders and psychiatric or behavioral difficulties. These problems begin in adulthood, usually in a person's thirties. The movement difficulties experienced by people with FIBGC include involuntary tensing of various muscles (dystonia), problems coordinating movements (ataxia), and uncontrollable movements of the limbs (choreoathetosis). Affected individuals often have seizures as well. The psychiatric and behavioral problems include difficulty concentrating, memory loss, changes in personality, a distorted view of reality (psychosis), and decline in intellectual function (dementia). An estimated 20 to 30 percent of people with FIBGC have one of these psychiatric disorders.  The severity of this condition varies among affected individuals; some people have no symptoms related to the brain calcification, whereas other people have significant movement and psychiatric problems.",GHR,general_info,out_of_domain
16309,How to diagnose Inguinal Hernia ?,"A health care provider diagnoses an inguinal hernia with
                
- a medical and family history  - a physical exam  - imaging tests, including x rays
                
Medical and family history. Taking a medical and family history may help a health care provider diagnose an inguinal hernia. Often the symptoms that the patient describes will be signs of an inguinal hernia.
                
Physical exam. A physical exam may help diagnose an inguinal hernia. During a physical exam, a health care provider usually examines the patients body. The health care provider may ask the patient to stand and cough or strain so the health care provider can feel for a bulge caused by the hernia as it moves into the groin or scrotum. The health care provider may gently try to massage the hernia back into its proper position in the abdomen.
                
Imaging tests. A health care provider does not usually use imaging tests, including x rays, to diagnose an inguinal hernia unless he or she
                
- is trying to diagnose a strangulation or an incarceration  - cannot feel the inguinal hernia during a physical exam, especially in patients who are overweight  - is uncertain if the hernia or another condition is causing the swelling in the groin or other symptoms
                
Specially trained technicians perform imaging tests at a health care providers office, an outpatient center, or a hospital.
                
A radiologista doctor who specializes in medical imaginginterprets the images. A patient does not usually need anesthesia.
                
Tests may include the following:
                
- Abdominal x ray. An x ray is a picture recorded on film or on a computer using a small amount of radiation. The patient will lie on a table or stand during the x ray. The technician positions the x-ray machine over the abdominal area. The patient will hold his or her breath as the technician takes the picture so that the picture will not be blurry. The technician may ask the patient to change position for additional pictures.  - Computerized tomography (CT) scan. CT scans use a combination of x rays and computer technology to create images. For a CT scan, the technician may give the patient a solution to drink and an injection of a special dye, called contrast medium. A health care provider injects the contrast medium into a vein, and the injection will make the patient feel warm all over for a minute or two. The contrast medium allows the health care provider to see the blood vessels and blood flow on the x rays. CT scans require the patient to lie on a table that slides into a tunnel-shaped device where the technician takes the x rays. A health care provider may give children a sedative to help them fall asleep for the test.  - Abdominal ultrasound. Ultrasound uses a device, called a transducer, that bounces safe, painless sound waves off organs to create an image of their structure.",NIDDK,general_info,out_of_domain
6278,What are the symptoms of Graham Boyle Troxell syndrome ?,"What are the signs and symptoms of Graham Boyle Troxell syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Graham Boyle Troxell syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hypertension 90% Multicystic kidney dysplasia 90% Pulmonary fibrosis 90% Recurrent respiratory infections 50% Respiratory insufficiency 50% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
12717,How many people are affected by SYNGAP1-related intellectual disability ?,SYNGAP1-related intellectual disability is a relatively common form of cognitive impairment. It is estimated to account for 1 to 2 percent of intellectual disability cases.,GHR,general_info,out_of_domain
8073,What is (are) Parasites - Schistosomiasis ?,"Schistosomiasis, also known as bilharzia, is a disease caused by parasitic worms. Infection with Schistosoma mansoni, S. haematobium, and S. japonicum causes illness in humans; less commonly, S. mekongi and S. intercalatum can cause disease. Although the worms that cause schistosomiasis are not found in the United States, more than 200 million people are infected worldwide.",CDC,general_info,out_of_domain
12468,What are the genetic changes related to Leber congenital amaurosis ?,"Leber congenital amaurosis can result from mutations in at least 14 genes, all of which are necessary for normal vision. These genes play a variety of roles in the development and function of the retina. For example, some of the genes associated with this disorder are necessary for the normal development of light-detecting cells called photoreceptors. Other genes are involved in phototransduction, the process by which light entering the eye is converted into electrical signals that are transmitted to the brain. Still other genes play a role in the function of cilia, which are microscopic finger-like projections that stick out from the surface of many types of cells. Cilia are necessary for the perception of several types of sensory input, including vision.  Mutations in any of the genes associated with Leber congenital amaurosis disrupt the development and function of the retina, resulting in early vision loss. Mutations in the CEP290, CRB1, GUCY2D, and RPE65 genes are the most common causes of the disorder, while mutations in the other genes generally account for a smaller percentage of cases. In about 30 percent of all people with Leber congenital amaurosis, the cause of the disorder is unknown.",GHR,general_info,out_of_domain
10813,What are the genetic changes related to Loeys-Dietz syndrome ?,"The four types of Loeys-Dietz syndrome are distinguished by their genetic cause: mutations in the TGFBR1 gene cause type I, mutations in the TGFBR2 gene cause type II, mutations in the SMAD3 gene cause type III, and mutations in the TGFB2 gene cause type IV. These four genes play a role in cell signaling that promotes growth and development of the body's tissues. This signaling pathway also helps with bone and blood vessel development and plays a part in the formation of the extracellular matrix, an intricate lattice of proteins and other molecules that forms in the spaces between cells.  Mutations in the TGFBR1, TGFBR2, TGFB2, and SMAD3 genes result in the production of proteins with little or no function. Even though these proteins have severely reduced function, cell signaling occurs at an even greater intensity than normal. Researchers speculate that the activity of proteins in this signaling pathway is increased to compensate for the protein whose function is reduced; however, the exact mechanism responsible for the increase in signaling is unclear. The overactive signaling pathway disrupts the development of connective tissue, the extracellular matrix, and various body systems, leading to the varied signs and symptoms of Loeys-Dietz syndrome.",GHR,diet_advice,out_of_domain
14739,Is Rothmund-Thomson syndrome inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",GHR,general_info,out_of_domain
7698,What are the symptoms of Lissencephaly X-linked ?,"What are the signs and symptoms of Lissencephaly X-linked? The Human Phenotype Ontology provides the following list of signs and symptoms for Lissencephaly X-linked. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Seizures 90% Hypertonia 50% Muscular hypotonia 50% Agenesis of corpus callosum - Ataxia - Death in infancy - Dysarthria - Incomplete penetrance - Infantile onset - Intellectual disability - Lissencephaly - Micropenis - Motor delay - Muscular hypotonia of the trunk - Nystagmus - Pachygyria - Postnatal growth retardation - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
13378,What are the genetic changes related to Weill-Marchesani syndrome ?,"Mutations in the ADAMTS10 and FBN1 genes can cause Weill-Marchesani syndrome. The ADAMTS10 gene provides instructions for making a protein whose function is unknown. This protein is important for normal growth before and after birth, and it appears to be involved in the development of the eyes, heart, and skeleton. Mutations in this gene disrupt the normal development of these structures, which leads to the specific features of Weill-Marchesani syndrome.  A mutation in the FBN1 gene has also been found to cause Weill-Marchesani syndrome. The FBN1 gene provides instructions for making a protein called fibrillin-1. This protein is needed to form threadlike filaments, called microfibrils, that help provide strength and flexibility to connective tissue. The FBN1 mutation responsible for Weill-Marchesani syndrome leads to an unstable version of fibrillin-1. Researchers believe that the unstable protein interferes with the normal assembly of microfibrils, which weakens connective tissue and causes the abnormalities associated with Weill-Marchesani syndrome.  In some people with Weill-Marchesani syndrome, no mutations in ADAMTS10 or FBN1 have been found. Researchers are looking for other genetic changes that may be responsible for the disorder in these people.",GHR,general_info,out_of_domain
5663,What is (are) Exogenous ochronosis ?,"Exogenous ochronosis refers to the bluish-black discoloration of certain tissues, such as the ear cartilage, the ocular (eye) tissue, and other body locations when it is due to exposure to various substances. It has been reported most commonly with topical application of hydroquinones to the skin. The discoloration may be caused by an effect on tyrosinase (an enzyme located in melanocytes, which are skin cells that produce pigment), or by inhibiting homogentisic acid oxidase, resulting in the accumulation and deposition of homogentisic acid (HGA) in cartilage. The discoloration is often permanent, but when exogenous ochronosis is caused by topical hydroquinones, carbon dioxide lasers and dermabrasion have been reported to be helpful. Exogenous ochronosis is different from hereditary ochronosis, which is an inherited condition that occurs with alkaptonuria.",GARD,general_info,out_of_domain
2893,What are the symptoms of Gracile bone dysplasia ?,"What are the signs and symptoms of Gracile bone dysplasia? The Human Phenotype Ontology provides the following list of signs and symptoms for Gracile bone dysplasia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of bone mineral density 90% Abnormality of the spleen 90% Bowing of the long bones 90% Decreased skull ossification 90% Micromelia 90% Narrow mouth 90% Recurrent fractures 90% Short philtrum 90% Short stature 90% Skeletal dysplasia 90% Slender long bone 90% Tented upper lip vermilion 90% Abnormality of pelvic girdle bone morphology 50% Abnormality of the clavicle 50% Abnormality of the fingernails 50% Abnormality of the helix 50% Abnormality of the metacarpal bones 50% Abnormality of the metaphyses 50% Abnormality of the ribs 50% Anteverted nares 50% Aplasia/Hypoplasia affecting the eye 50% Aplasia/Hypoplasia of the lungs 50% Aplasia/Hypoplasia of the thymus 50% Brachydactyly syndrome 50% Cloverleaf skull 50% Depressed nasal bridge 50% Enlarged thorax 50% Frontal bossing 50% Hypoplasia of penis 50% Intrauterine growth retardation 50% Low-set, posteriorly rotated ears 50% Malar flattening 50% Platyspondyly 50% Renal hypoplasia/aplasia 50% Respiratory insufficiency 50% Short distal phalanx of finger 50% Short nose 50% Short toe 50% Tapered finger 50% Wide nasal bridge 50% Abnormality of neuronal migration 7.5% Abnormality of the fontanelles or cranial sutures 7.5% Aplasia/Hypoplasia involving the nose 7.5% Aplasia/Hypoplasia of the eyebrow 7.5% Blepharophimosis 7.5% Blue sclerae 7.5% Cataract 7.5% Cleft palate 7.5% Cryptorchidism 7.5% Displacement of the external urethral meatus 7.5% Hepatomegaly 7.5% Hypertelorism 7.5% Hypotelorism 7.5% Iris coloboma 7.5% Microcornea 7.5% Muscular hypotonia 7.5% Oligohydramnios 7.5% Rocker bottom foot 7.5% Upslanted palpebral fissure 7.5% Asplenia 5% Aniridia - Ascites - Autosomal dominant inheritance - Failure to thrive - Flared metaphysis - Hydrocephalus - Hypocalcemia - Hypoplastic spleen - Micropenis - Microphthalmia - Prominent forehead - Seizures - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
6447,How to diagnose Thoracic outlet syndrome ?,"How is thoracic outlet syndrome diagnosed? Diagnosis may include nerve conduction studies, ultrasounds or MRI scans or computed tomographic imaging studies.The diagnosis of neurogenic TOS is especially difficult and may involve many exams, multiple specialist visits, and many different treatments. A number of disorders have symptoms similar to those of TOS, including rotator cuff injuries, fibromyalgia, multiple sclerosis, complex regional pain syndrome, and tumors of the syrinx or spinal cord. These conditions must be ruled out, which may also be difficult.",GARD,general_info,out_of_domain
4515,What causes Lymphomatoid papulosis ?,"What causes lymphomatoid papulosis? The cause of lymphomatoid papulosis is unknown, but it is associated with a proliferation of atypical T-cells. T-cells are specific white blood cells involved in immune responses.",GARD,cause_info,out_of_domain
4546,What are the symptoms of Caudal appendage deafness ?,"What are the signs and symptoms of Caudal appendage deafness? The Human Phenotype Ontology provides the following list of signs and symptoms for Caudal appendage deafness. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pinna 90% Conductive hearing impairment 90% Epicanthus 90% Hydrocephalus 90% Hypoplasia of penis 90% Long palpebral fissure 90% Microcephaly 90% Short stature 90% Triangular face 90% Abnormality of the ribs 50% Abnormality of the testis 50% Astigmatism 50% Delayed skeletal maturation 50% Deviation of finger 50% Hypermetropia 50% Nystagmus 50% Premature birth 50% Respiratory insufficiency 50% Symphalangism affecting the phalanges of the hand 50% Wide mouth 50% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
8887,What is (are) Occipital Neuralgia ?,"Occipital neuralgia is a distinct type of headache characterized by piercing, throbbing, or electric-shock-like chronic pain in the upper neck, back of the head, and behind the ears, usually on one side of the head. Typically, the pain of occipital neuralgia begins in the neck and then spreads upwards. Some individuals will also experience pain in the scalp, forehead, and behind the eyes. Their scalp may also be tender to the touch, and their eyes especially sensitive to light. The location of pain is related to the areas supplied by the greater and lesser occipital nerves, which run from the area where the spinal column meets the neck, up to the scalp at the back of the head. The pain is caused by irritation or injury to the nerves, which can be the result of trauma to the back of the head, pinching of the nerves by overly tight neck muscles, compression of the nerve as it leaves the spine due to osteoarthritis, or tumors or other types of lesions in the neck. Localized inflammation or infection, gout, diabetes, blood vessel inflammation (vasculitis), and frequent lengthy periods of keeping the head in a downward and forward position are also associated with occipital neuralgia. In many cases, however, no cause can be found. A positive response (relief from pain) after an anesthetic nerve block will confirm the diagnosis.",NINDS,general_info,out_of_domain
14059,Is Simpson-Golabi-Behmel syndrome inherited ?,"This condition is inherited in an X-linked pattern. A condition is considered X-linked if the mutated gene that causes the disorder is located on the X chromosome, one of the two sex chromosomes in each cell. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. Because females have two copies of the X chromosome, one altered copy of the gene in each cell usually leads to less severe symptoms in females than in males, or it may cause no symptoms at all.  Some females who have one altered copy of the GPC3 gene have distinctive facial features including an upturned nose, a wide mouth, and a prominent chin. Their fingernails may be malformed and they can have extra nipples. Skeletal abnormalities, including extra spinal bones (vertebrae), are also possible in affected females. Other females who carry one altered copy of the GPC3 gene do not have these features or any other medical problems associated with Simpson-Golabi-Behmel syndrome.",GHR,general_info,out_of_domain
4256,What are the treatments for Essential tremor ?,"How might essential tremor be treated? Treatment for essential tremor may not be necessary unless the tremors interfere with daily activities or cause embarrassment. Although there is no definitive cure for essential tremor, medicines may help relieve symptoms. How well medicines work depend on the individual patient. Two medications used to treat tremors include: Propranolol, a drug that blocks the action of stimulating substances called neurotransmitters, particularly those related to adrenaline Primidone, an antiseizure drug that also control the function of some neurotransmitters These drugs can have significant side effects. Eliminating tremor ""triggers"" such as caffeine and other stimulants from the diet is often recommended. Physical therapy may help to reduce tremor and improve coordination and muscle control for some patients.   More details about the management of essential tremor can be accessed through the following web links: http://www.mayoclinic.com/print/essential-tremor/DS00367/METHOD=print&DSECTION=all  http://emedicine.medscape.com/article/1150290-treatment",GARD,treatment_info,out_of_domain
14569,Is Arts syndrome inherited ?,"This condition is inherited in an X-linked pattern. The gene associated with this condition is located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), a mutation in the only copy of the gene in each cell causes the disorder. In females (who have two X chromosomes), a mutation in one of the two copies of the gene in each cell sometimes causes features of the disorder; in other cases, these females do not experience any symptoms.  In the small number of Arts syndrome cases that have been identified, affected individuals have inherited the mutation from a mother who carries an altered copy of the PRPS1 gene.",GHR,general_info,out_of_domain
9549,What is the outlook for Neurosarcoidosis ?,"The prognosis for patients with neurosarcoidosis varies. Approximately two-thirds of those with the condition will recover completely; the remainder will have a chronically progressing or on-and-off course of illness. Complications resulting from immunosuppressive treatments, such as cryptococcal and tuberculous meningitis, progressive multifocal leukoencephalopathy, and inclusion body myositis, may be fatal for a small percentage of individuals.",NINDS,general_info,out_of_domain
7256,What are the treatments for Diabetic mastopathy ?,How is diabetic mastopathy treated? Diabetic mastopathy is a benign condition and should be managed as such. Patients should be advised about the condition and how to self examine the breasts. They should be advised that iif there are any changes in size and number of breast lumps that they should consult their breast team or general practitioner. Patients should be routinely followed up with MRI or ultrasound and core biopsy if the lesions become clinically or radiologically suspicious. Lesions can be excised for cosmetic reasons or if malignancy cannot be excluded. No followup is recommended when malignancy has been ruled out.,GARD,treatment_info,out_of_domain
4229,What are the symptoms of Snyder-Robinson syndrome ?,"What are the signs and symptoms of Snyder-Robinson syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Snyder-Robinson syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pinna - Bifid uvula - Broad-based gait - Cleft palate - Cryptorchidism - Decreased muscle mass - Dental crowding - Dysarthria - Facial asymmetry - High, narrow palate - Hyperextensibility of the finger joints - Hypertelorism - Intellectual disability - Kyphoscoliosis - Long fingers - Long hallux - Long palm - Mandibular prognathia - Muscular hypotonia - Narrow palm - Nasal speech - Osteoporosis - Pectus carinatum - Pectus excavatum - Phenotypic variability - Recurrent fractures - Seizures - Severe Myopia - Short philtrum - Short stature - Talipes equinovarus - Tall stature - Thick lower lip vermilion - Webbed neck - Wide intermamillary distance - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
3649,"What are the symptoms of Thumb deformity, alopecia, pigmentation anomaly ?","What are the signs and symptoms of Thumb deformity, alopecia, pigmentation anomaly? The Human Phenotype Ontology provides the following list of signs and symptoms for Thumb deformity, alopecia, pigmentation anomaly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal hair quantity 90% Aplasia/Hypoplasia of the thumb 90% Irregular hyperpigmentation 90% Short stature 90% Abnormality of dental morphology 50% Abnormality of the fingernails 50% Abnormality of the pinna 50% Camptodactyly of finger 50% Cognitive impairment 50% Hypopigmented skin patches 50% Neurological speech impairment 50% Palmoplantar keratoderma 50% Triphalangeal thumb 50% Urticaria 50% Finger syndactyly 7.5% Alopecia - Autosomal dominant inheritance - Increased groin pigmentation with raindrop depigmentation - Intellectual disability - Short thumb - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",GARD,symptom_check,out_of_domain
14593,What are the genetic changes related to steatocystoma multiplex ?,"Steatocystoma multiplex can be caused by mutations in the KRT17 gene. This gene provides instructions for making a protein called keratin 17, which is produced in the nails, the hair follicles, and the skin on the palms of the hands and soles of the feet. It is also found in the skin's sebaceous glands. Keratin 17 partners with a similar protein called keratin 6b to form networks that provide strength and resilience to the skin, nails, and other tissues.  The KRT17 gene mutations that cause steatocystoma multiplex alter the structure of keratin 17, preventing it from forming strong, stable networks within cells. The defective keratin network disrupts the growth and function of cells in the skin and nails, including cells that make up the sebaceous glands. These abnormalities lead to the growth of sebum-containing cysts in people with steatocystoma multiplex. However, it is unclear why steatocystomas are typically the only feature of this disorder.  Many researchers believe that steatocystoma multiplex is a variant form of a disorder called pachyonychia congenita, which can also result from mutations in the KRT17 gene. Like steatocystoma multiplex, pachyonychia congenita involves the growth of steatocystomas. Pachyonychia congenita is also associated with more severe skin and nail abnormalities not usually found in people with steatocystoma multiplex.  In some cases, people with steatocystoma multiplex do not have an identified mutation in the KRT17 gene. The cause of the condition in these individuals is unknown.",GHR,diet_advice,out_of_domain
1230,What are the symptoms of Pituitary Tumors ?,"Signs of a pituitary tumor include problems with vision and certain physical changes. Signs and symptoms can be caused by the growth of the tumor and/or by hormones the tumor makes or by other conditions. Some tumors may not cause signs or symptoms. Check with your doctor if you have any of these problems.     Signs and symptoms of a non-functioning pituitary tumor    Sometimes, a pituitary tumor may press on or damage parts of the pituitary gland, causing it to stop making one or more hormones. Too little of a certain hormone will affect the work of the gland or organ that the hormone controls. The following signs and symptoms may occur:         - Headache.    - Some loss of vision.    - Loss of body hair.    - In women, less frequent or no menstrual periods or no milk from the breasts.     - In men, loss of facial hair, growth of breast tissue, and impotence.    - In women and men, lower sex drive.    -  In children, slowed growth and sexual development.        Most of the tumors that make LH and FSH do not make enough extra hormone to cause signs and symptoms. These tumors are considered to be non-functioning tumors.    Signs and symptoms of a functioning pituitary tumor    When a functioning pituitary tumor makes extra hormones, the signs and symptoms will depend on the type of hormone being made.    Too much prolactin may cause:          - Headache.    - Some loss of vision.    - Less frequent or no menstrual periods or menstrual periods with a very light flow.     - Trouble becoming pregnant or an inability to become pregnant.    - Impotence in men.    - Lower sex drive.    - Flow of breast milk in a woman who is not pregnant or breast-feeding.         Too much ACTH may cause:          - Headache.    - Some loss of vision.    - Weight gain in the face, neck, and trunk of the body, and thin arms and legs.     - A lump of fat on the back of the neck.    - Thin skin that may have purple or pink stretch marks on the chest or abdomen.    - Easy bruising.    - Growth of fine hair on the face, upper back, or arms.    - Bones that break easily.    -  Anxiety, irritability, and depression.         Too much growth hormone may cause:          - Headache.    - Some loss of vision.    - In adults, acromegaly (growth of the bones in the face, hands, and feet). In children, the whole body may grow much taller and larger than normal.    - Tingling or numbness in the hands and fingers.    - Snoring or pauses in breathing during sleep.    -  Joint pain.    - Sweating more than usual.    - Dysmorphophobia (extreme dislike of or concern about one or more parts of the body).         Too much thyroid-stimulating hormone may cause:          - Irregular heartbeat.    - Shakiness.    - Weight loss.     - Trouble sleeping.    - Frequent bowel movements.    - Sweating.         Other general signs and symptoms of pituitary tumors:          -  Nausea and vomiting.    -  Confusion.    - Dizziness.    -  Seizures.    - Runny or ""drippy"" nose (cerebrospinal fluid that surrounds the brain and spinal cord leaks into the nose).",CancerGov,symptom_check,out_of_domain
15294,What to do for Urinary Incontinence in Men ?,"- Urinary incontinence (UI) is the loss of bladder control, resulting in the accidental leakage of urine from the body.  - The urinary tract is the bodys drainage system for removing urine, which is composed of wastes and extra fluid.  - Every day, the kidneys filter about 120 to 150 quarts of blood to produce about 1 to 2 quarts of urine.  - To urinate, the brain signals the muscular bladder wall to tighten, squeezing urine out of the bladder. At the same time, the brain signals the sphincters to relax. As the sphincters relax, urine exits the bladder through the urethra.  - UI results when the brain does not properly signal the bladder, the sphincters do not squeeze strongly enough, or both.  - Urgency incontinence happens when a man urinates involuntarily after he has a strong desire, or urgency, to urinate.  - Stress incontinence results from movements that put pressure on the bladder and cause urine leakage, such as coughing, sneezing, laughing, or physical activity.  - Functional incontinence occurs when physical disability, external obstacles, or problems in thinking or communicating keep a person from reaching a place to urinate in time.  - When the bladder doesnt empty properly, urine spills over, causing overflow incontinence. Weak bladder muscles or a blocked urethra can cause this type of incontinence.  - Transient incontinence is UI that lasts a short time. Transient incontinence is usually a side effect of certain medications, drugs, or temporary conditions.  - UI occurs in 11 to 34 percent of older men.  - Men should tell a health care professional, such as a family practice physician, a nurse, an internist, or a urologist, they have UI, even if they feel embarrassed.  - Treatment depends on the type of UI. Some types of treatment include behavioral and lifestyle changes, bladder training, pelvic floor exercises, and urgency suppression.  - People who smoke should stop. Quitting smoking at any age promotes bladder health and overall health.",NIDDK,general_info,out_of_domain
10769,Is purine nucleoside phosphorylase deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",GHR,general_info,out_of_domain
11875,What are the treatments for triple A syndrome ?,These resources address the diagnosis or management of triple A syndrome:  - Genetic Testing Registry: Glucocorticoid deficiency with achalasia  - MedlinePlus Encyclopedia: Achalasia  - MedlinePlus Encyclopedia: Anisocoria   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,GHR,treatment_info,out_of_domain
